Date,Open Order,Project Code,Project Name,Inch,Thickness,Weight,Total Order Bars,Total Order Weight (kg),Support Item,Final Quantity (Total Requests for Support Items in Field Operations)
2024-06-07,ORD-00252,PRJ-0001,Oil & Gas Exploration,12 inches,25.0 mm,0.02 tons,7,147,Replacement Belts,77
2024-06-08,ORD-00035,PRJ-0002,Pipeline Installation,4 inches,7.9 mm,0.04 tons,7,308,Machine Bearings,79
2024-06-08,ORD-00182,PRJ-0006,Industrial Plant Construction,12 inches,6.0 mm,0.03 tons,14,378,Replacement Belts,66
2024-06-08,ORD-00009,PRJ-0006,Industrial Plant Construction,24 inches,12.0 mm,0.04 tons,14,196,Grease Cartridge,71
2024-06-09,ORD-00158,PRJ-0002,Pipeline Installation,10 inches,17.5 mm,0.05 tons,12,156,Pipe Coating Material,64
2024-06-09,ORD-00366,PRJ-0002,Pipeline Installation,24 inches,1.3 mm,0.04 tons,18,288,Lubricant Spray,31
2024-06-10,ORD-00259,PRJ-0008,Building Construction,12 inches,1.3 mm,0.04 tons,3,48,Welding Rod,27
2024-06-10,ORD-00212,PRJ-0009,Infrastructure Development,8 inches,6.0 mm,0.02 tons,10,100,Welding Rod,55
2024-06-10,ORD-00215,PRJ-0005,Irrigation System,8 inches,12.0 mm,0.01 tons,2,84,Welding Rod,60
2024-06-11,ORD-00210,PRJ-0007,Water Distribution Network,8 inches,17.5 mm,0.02 tons,12,288,Machine Bearings,12
2024-06-11,ORD-00127,PRJ-0005,Irrigation System,2 inches,17.5 mm,0.01 tons,6,288,Clamps,67
2024-06-11,ORD-00257,PRJ-0008,Building Construction,4 inches,12.0 mm,0.05 tons,4,56,Measuring Tape,92
2024-06-11,ORD-00197,PRJ-0006,Industrial Plant Construction,1 inch,17.5 mm,0.02 tons,2,56,Safety Gloves,57
2024-06-13,ORD-00363,PRJ-0003,Power Plant Cooling System,8 inches,25.0 mm,0.05 tons,5,60,Hydraulic Oil,63
2024-06-14,ORD-00096,PRJ-0002,Pipeline Installation,2 inches,12.0 mm,0.01 tons,10,280,Coolant,36
2024-06-15,ORD-00167,PRJ-0006,Industrial Plant Construction,2 inches,17.5 mm,0.03 tons,2,48,Welding Rod,59
2024-06-16,ORD-00164,PRJ-0009,Infrastructure Development,8 inches,25.0 mm,0.05 tons,10,100,Pipe Coating Material,30
2024-06-16,ORD-00227,PRJ-0004,Marine Pipeline Project,1 inch,6.0 mm,0.04 tons,16,192,Pipe Coating Material,30
2024-06-16,ORD-00028,PRJ-0001,Oil & Gas Exploration,10 inches,1.3 mm,0.02 tons,7,217,Replacement Belts,98
2024-06-16,ORD-00303,PRJ-0010,Energy Plant Retrofit,8 inches,17.5 mm,0.02 tons,3,63,Electrical Wires,94
2024-06-17,ORD-00040,PRJ-0010,Energy Plant Retrofit,8 inches,6.0 mm,0.02 tons,19,931,Clamps,85
2024-06-17,ORD-00232,PRJ-0007,Water Distribution Network,4 inches,34.0 mm,0.02 tons,6,204,Electrical Wires,11
2024-06-18,ORD-00230,PRJ-0004,Marine Pipeline Project,6 inches,6.0 mm,0.03 tons,14,616,Safety Goggles,17
2024-06-18,ORD-00162,PRJ-0005,Irrigation System,8 inches,25.0 mm,0.05 tons,10,150,Coolant,11
2024-06-18,ORD-00002,PRJ-0002,Pipeline Installation,4 inches,17.5 mm,0.05 tons,13,559,Measuring Tape,73
2024-06-21,ORD-00193,PRJ-0007,Water Distribution Network,1 inch,1.3 mm,0.04 tons,9,441,Measuring Tape,35
2024-06-21,ORD-00201,PRJ-0008,Building Construction,12 inches,34.0 mm,0.01 tons,6,288,Machine Bearings,66
2024-06-21,ORD-00235,PRJ-0007,Water Distribution Network,10 inches,12.0 mm,0.02 tons,11,176,Grinding Wheel,14
2024-06-21,ORD-00352,PRJ-0001,Oil & Gas Exploration,6 inches,1.3 mm,0.02 tons,16,352,Hydraulic Oil,79
2024-06-22,ORD-00060,PRJ-0004,Marine Pipeline Project,1/2 inch,7.9 mm,0.05 tons,10,230,Safety Gloves,25
2024-06-22,ORD-00027,PRJ-0005,Irrigation System,6 inches,17.5 mm,0.01 tons,16,192,Pipe Coating Material,30
2024-06-23,ORD-00073,PRJ-0009,Infrastructure Development,24 inches,25.0 mm,0.04 tons,13,377,Lubricant Spray,45
2024-06-23,ORD-00196,PRJ-0004,Marine Pipeline Project,8 inches,34.0 mm,0.04 tons,17,221,Lubricant Spray,20
2024-06-23,ORD-00363,PRJ-0003,Power Plant Cooling System,2 inches,7.9 mm,0.05 tons,5,60,Hydraulic Oil,63
2024-06-23,ORD-00286,PRJ-0004,Marine Pipeline Project,1/2 inch,1.3 mm,0.04 tons,4,104,Measuring Tape,88
2024-06-23,ORD-00007,PRJ-0004,Marine Pipeline Project,2 inches,25.0 mm,0.03 tons,8,120,Safety Goggles,44
2024-06-23,ORD-00121,PRJ-0009,Infrastructure Development,2 inches,34.0 mm,0.04 tons,15,705,Pipe Coating Material,67
2024-06-24,ORD-00158,PRJ-0002,Pipeline Installation,1/2 inch,25.0 mm,0.05 tons,12,156,Pipe Coating Material,64
2024-06-25,ORD-00327,PRJ-0008,Building Construction,6 inches,25.0 mm,0.05 tons,5,105,Coolant,37
2024-06-25,ORD-00237,PRJ-0007,Water Distribution Network,1/2 inch,12.0 mm,0.03 tons,2,58,Grinding Wheel,87
2024-06-25,ORD-00190,PRJ-0009,Infrastructure Development,10 inches,34.0 mm,0.04 tons,6,114,Electrical Wires,25
2024-06-25,ORD-00290,PRJ-0005,Irrigation System,6 inches,17.5 mm,0.05 tons,2,84,Lubricant Spray,44
2024-06-26,ORD-00054,PRJ-0003,Power Plant Cooling System,2 inches,25.0 mm,0.03 tons,19,304,Machine Bearings,98
2024-06-26,ORD-00118,PRJ-0003,Power Plant Cooling System,10 inches,12.0 mm,0.05 tons,6,96,Electrical Wires,35
2024-06-26,ORD-00191,PRJ-0008,Building Construction,2 inches,25.0 mm,0.04 tons,18,684,Grinding Wheel,94
2024-06-27,ORD-00028,PRJ-0001,Oil & Gas Exploration,1/2 inch,1.3 mm,0.02 tons,7,217,Replacement Belts,98
2024-06-27,ORD-00242,PRJ-0002,Pipeline Installation,4 inches,17.5 mm,0.01 tons,1,22,Pipe Coating Material,78
2024-06-27,ORD-00134,PRJ-0001,Oil & Gas Exploration,1 inch,6.0 mm,0.01 tons,16,448,Replacement Belts,36
2024-06-27,ORD-00167,PRJ-0006,Industrial Plant Construction,6 inches,1.3 mm,0.03 tons,2,48,Welding Rod,59
2024-06-29,ORD-00055,PRJ-0004,Marine Pipeline Project,1 inch,1.3 mm,0.05 tons,15,225,Replacement Belts,43
2024-06-29,ORD-00327,PRJ-0008,Building Construction,6 inches,7.9 mm,0.05 tons,5,105,Coolant,37
2024-06-30,ORD-00062,PRJ-0006,Industrial Plant Construction,24 inches,7.9 mm,0.02 tons,14,392,Electrical Wires,98
2024-06-30,ORD-00312,PRJ-0010,Energy Plant Retrofit,12 inches,7.9 mm,0.03 tons,15,555,Coolant,90
2024-06-30,ORD-00079,PRJ-0001,Oil & Gas Exploration,1 inch,6.0 mm,0.01 tons,19,437,Replacement Belts,28
2024-06-30,ORD-00029,PRJ-0005,Irrigation System,24 inches,7.9 mm,0.03 tons,10,420,Machine Bearings,72
2024-07-01,ORD-00366,PRJ-0002,Pipeline Installation,8 inches,7.9 mm,0.04 tons,18,288,Lubricant Spray,31
2024-07-01,ORD-00072,PRJ-0003,Power Plant Cooling System,10 inches,1.3 mm,0.01 tons,9,90,Clamps,59
2024-07-01,ORD-00136,PRJ-0002,Pipeline Installation,8 inches,1.3 mm,0.01 tons,16,192,Measuring Tape,20
2024-07-01,ORD-00094,PRJ-0008,Building Construction,2 inches,25.0 mm,0.03 tons,12,576,Lubricant Spray,31
2024-07-02,ORD-00046,PRJ-0006,Industrial Plant Construction,4 inches,25.0 mm,0.02 tons,19,437,Replacement Belts,34
2024-07-03,ORD-00024,PRJ-0008,Building Construction,10 inches,34.0 mm,0.01 tons,6,90,Safety Gloves,32
2024-07-03,ORD-00057,PRJ-0007,Water Distribution Network,4 inches,34.0 mm,0.02 tons,12,456,Clamps,56
2024-07-03,ORD-00178,PRJ-0006,Industrial Plant Construction,12 inches,17.5 mm,0.03 tons,12,180,Electrical Wires,20
2024-07-04,ORD-00049,PRJ-0004,Marine Pipeline Project,4 inches,12.0 mm,0.03 tons,10,460,Lubricant Spray,80
2024-07-04,ORD-00094,PRJ-0008,Building Construction,10 inches,7.9 mm,0.03 tons,12,576,Lubricant Spray,31
2024-07-04,ORD-00262,PRJ-0006,Industrial Plant Construction,10 inches,1.3 mm,0.02 tons,8,296,Coolant,85
2024-07-04,ORD-00366,PRJ-0002,Pipeline Installation,1/2 inch,1.3 mm,0.04 tons,18,288,Lubricant Spray,31
2024-07-05,ORD-00194,PRJ-0007,Water Distribution Network,12 inches,25.0 mm,0.03 tons,10,260,Cutting Blade,11
2024-07-05,ORD-00151,PRJ-0003,Power Plant Cooling System,4 inches,17.5 mm,0.04 tons,4,92,Lubricant Spray,92
2024-07-06,ORD-00272,PRJ-0001,Oil & Gas Exploration,10 inches,12.0 mm,0.03 tons,8,384,Pipe Coating Material,79
2024-07-06,ORD-00218,PRJ-0008,Building Construction,4 inches,6.0 mm,0.03 tons,1,33,Grinding Wheel,52
2024-07-06,ORD-00140,PRJ-0007,Water Distribution Network,6 inches,34.0 mm,0.05 tons,13,195,Hydraulic Oil,12
2024-07-06,ORD-00195,PRJ-0005,Irrigation System,4 inches,25.0 mm,0.04 tons,17,408,Hydraulic Oil,42
2024-07-06,ORD-00005,PRJ-0004,Marine Pipeline Project,1/2 inch,1.3 mm,0.05 tons,16,256,Grinding Wheel,16
2024-07-08,ORD-00232,PRJ-0007,Water Distribution Network,6 inches,25.0 mm,0.02 tons,6,204,Electrical Wires,11
2024-07-09,ORD-00133,PRJ-0006,Industrial Plant Construction,12 inches,25.0 mm,0.03 tons,5,195,Clamps,74
2024-07-09,ORD-00118,PRJ-0003,Power Plant Cooling System,10 inches,17.5 mm,0.05 tons,6,96,Electrical Wires,35
2024-07-09,ORD-00284,PRJ-0008,Building Construction,10 inches,1.3 mm,0.04 tons,1,21,Clamps,81
2024-07-10,ORD-00364,PRJ-0009,Infrastructure Development,4 inches,17.5 mm,0.02 tons,16,480,Grease Cartridge,96
2024-07-11,ORD-00358,PRJ-0008,Building Construction,6 inches,12.0 mm,0.04 tons,16,416,Measuring Tape,26
2024-07-11,ORD-00068,PRJ-0005,Irrigation System,1 inch,34.0 mm,0.04 tons,18,630,Safety Gloves,20
2024-07-11,ORD-00149,PRJ-0001,Oil & Gas Exploration,12 inches,12.0 mm,0.05 tons,13,533,Coolant,43
2024-07-11,ORD-00251,PRJ-0010,Energy Plant Retrofit,2 inches,17.5 mm,0.05 tons,18,306,Pipe Coating Material,21
2024-07-12,ORD-00221,PRJ-0010,Energy Plant Retrofit,2 inches,25.0 mm,0.05 tons,8,304,Grinding Wheel,81
2024-07-12,ORD-00094,PRJ-0008,Building Construction,4 inches,25.0 mm,0.03 tons,12,576,Lubricant Spray,31
2024-07-12,ORD-00218,PRJ-0008,Building Construction,24 inches,34.0 mm,0.03 tons,1,33,Grinding Wheel,52
2024-07-12,ORD-00107,PRJ-0010,Energy Plant Retrofit,24 inches,12.0 mm,0.04 tons,10,380,Machine Bearings,70
2024-07-13,ORD-00263,PRJ-0001,Oil & Gas Exploration,8 inches,6.0 mm,0.05 tons,14,602,Grease Cartridge,73
2024-07-13,ORD-00190,PRJ-0009,Infrastructure Development,1/2 inch,17.5 mm,0.04 tons,6,114,Electrical Wires,25
2024-07-14,ORD-00120,PRJ-0010,Energy Plant Retrofit,10 inches,6.0 mm,0.01 tons,3,129,Coolant,84
2024-07-14,ORD-00316,PRJ-0001,Oil & Gas Exploration,4 inches,6.0 mm,0.01 tons,2,62,Measuring Tape,68
2024-07-14,ORD-00366,PRJ-0002,Pipeline Installation,2 inches,6.0 mm,0.04 tons,18,288,Lubricant Spray,31
2024-07-14,ORD-00076,PRJ-0003,Power Plant Cooling System,1 inch,12.0 mm,0.02 tons,5,155,Safety Gloves,99
2024-07-15,ORD-00115,PRJ-0003,Power Plant Cooling System,10 inches,7.9 mm,0.03 tons,18,810,Clamps,64
2024-07-15,ORD-00332,PRJ-0005,Irrigation System,24 inches,7.9 mm,0.03 tons,8,120,Grease Cartridge,28
2024-07-15,ORD-00236,PRJ-0003,Power Plant Cooling System,8 inches,17.5 mm,0.02 tons,7,259,Grease Cartridge,20
2024-07-15,ORD-00238,PRJ-0002,Pipeline Installation,1/2 inch,12.0 mm,0.01 tons,7,273,Coolant,26
2024-07-15,ORD-00135,PRJ-0006,Industrial Plant Construction,12 inches,1.3 mm,0.04 tons,1,18,Drill Bits,74
2024-07-15,ORD-00298,PRJ-0005,Irrigation System,1/2 inch,17.5 mm,0.04 tons,16,320,Replacement Belts,70
2024-07-16,ORD-00030,PRJ-0009,Infrastructure Development,1/2 inch,6.0 mm,0.01 tons,2,80,Grinding Wheel,47
2024-07-16,ORD-00192,PRJ-0009,Infrastructure Development,1/2 inch,6.0 mm,0.02 tons,3,63,Electrical Wires,25
2024-07-16,ORD-00261,PRJ-0008,Building Construction,6 inches,34.0 mm,0.05 tons,14,378,Clamps,94
2024-07-16,ORD-00004,PRJ-0002,Pipeline Installation,12 inches,34.0 mm,0.01 tons,12,288,Safety Goggles,38
2024-07-17,ORD-00302,PRJ-0005,Irrigation System,6 inches,17.5 mm,0.05 tons,19,722,Hydraulic Oil,62
2024-07-17,ORD-00097,PRJ-0010,Energy Plant Retrofit,6 inches,17.5 mm,0.04 tons,5,135,Safety Gloves,75
2024-07-17,ORD-00059,PRJ-0004,Marine Pipeline Project,12 inches,7.9 mm,0.02 tons,16,160,Grinding Wheel,49
2024-07-18,ORD-00291,PRJ-0009,Infrastructure Development,10 inches,12.0 mm,0.01 tons,4,176,Replacement Belts,98
2024-07-19,ORD-00147,PRJ-0003,Power Plant Cooling System,4 inches,1.3 mm,0.04 tons,18,558,Replacement Belts,18
2024-07-20,ORD-00225,PRJ-0002,Pipeline Installation,1/2 inch,25.0 mm,0.03 tons,6,78,Electrical Wires,28
2024-07-20,ORD-00074,PRJ-0008,Building Construction,12 inches,17.5 mm,0.03 tons,5,110,Drill Bits,52
2024-07-20,ORD-00280,PRJ-0004,Marine Pipeline Project,24 inches,25.0 mm,0.02 tons,1,49,Measuring Tape,68
2024-07-21,ORD-00086,PRJ-0007,Water Distribution Network,4 inches,17.5 mm,0.03 tons,18,414,Electrical Wires,59
2024-07-23,ORD-00250,PRJ-0005,Irrigation System,1/2 inch,12.0 mm,0.01 tons,15,390,Welding Rod,81
2024-07-23,ORD-00288,PRJ-0004,Marine Pipeline Project,2 inches,25.0 mm,0.05 tons,6,294,Measuring Tape,46
2024-07-23,ORD-00185,PRJ-0010,Energy Plant Retrofit,12 inches,12.0 mm,0.05 tons,1,45,Hydraulic Oil,31
2024-07-24,ORD-00103,PRJ-0009,Infrastructure Development,1 inch,12.0 mm,0.05 tons,14,672,Coolant,28
2024-07-24,ORD-00313,PRJ-0006,Industrial Plant Construction,1 inch,7.9 mm,0.03 tons,18,252,Hydraulic Oil,96
2024-07-24,ORD-00063,PRJ-0004,Marine Pipeline Project,1 inch,12.0 mm,0.01 tons,6,96,Safety Goggles,45
2024-07-24,ORD-00279,PRJ-0003,Power Plant Cooling System,10 inches,1.3 mm,0.04 tons,10,190,Cutting Blade,65
2024-07-25,ORD-00337,PRJ-0007,Water Distribution Network,8 inches,34.0 mm,0.01 tons,8,384,Pipe Coating Material,14
2024-07-26,ORD-00020,PRJ-0007,Water Distribution Network,2 inches,6.0 mm,0.01 tons,4,192,Measuring Tape,88
2024-07-26,ORD-00110,PRJ-0005,Irrigation System,6 inches,17.5 mm,0.03 tons,16,192,Safety Gloves,85
2024-07-26,ORD-00346,PRJ-0005,Irrigation System,1 inch,1.3 mm,0.02 tons,3,81,Drill Bits,62
2024-07-26,ORD-00267,PRJ-0001,Oil & Gas Exploration,4 inches,7.9 mm,0.02 tons,17,510,Drill Bits,15
2024-07-27,ORD-00025,PRJ-0007,Water Distribution Network,1/2 inch,34.0 mm,0.04 tons,9,333,Welding Rod,40
2024-07-29,ORD-00355,PRJ-0001,Oil & Gas Exploration,12 inches,34.0 mm,0.01 tons,13,273,Pipe Coating Material,11
2024-07-29,ORD-00017,PRJ-0008,Building Construction,1 inch,34.0 mm,0.02 tons,13,390,Safety Goggles,67
2024-07-29,ORD-00029,PRJ-0005,Irrigation System,2 inches,34.0 mm,0.03 tons,10,420,Machine Bearings,72
2024-07-29,ORD-00059,PRJ-0004,Marine Pipeline Project,1 inch,25.0 mm,0.02 tons,16,160,Grinding Wheel,49
2024-07-30,ORD-00072,PRJ-0003,Power Plant Cooling System,10 inches,6.0 mm,0.01 tons,9,90,Clamps,59
2024-07-30,ORD-00273,PRJ-0006,Industrial Plant Construction,10 inches,6.0 mm,0.04 tons,2,94,Coolant,24
2024-07-30,ORD-00268,PRJ-0006,Industrial Plant Construction,6 inches,6.0 mm,0.05 tons,7,105,Clamps,40
2024-07-31,ORD-00101,PRJ-0007,Water Distribution Network,1/2 inch,34.0 mm,0.05 tons,8,256,Coolant,84
2024-07-31,ORD-00078,PRJ-0005,Irrigation System,4 inches,12.0 mm,0.01 tons,5,55,Lubricant Spray,66
2024-07-31,ORD-00177,PRJ-0007,Water Distribution Network,24 inches,25.0 mm,0.05 tons,14,308,Drill Bits,11
2024-08-01,ORD-00119,PRJ-0010,Energy Plant Retrofit,12 inches,25.0 mm,0.02 tons,8,232,Cutting Blade,67
2024-08-02,ORD-00144,PRJ-0004,Marine Pipeline Project,1 inch,7.9 mm,0.05 tons,18,702,Electrical Wires,68
2024-08-02,ORD-00142,PRJ-0007,Water Distribution Network,1/2 inch,12.0 mm,0.01 tons,14,630,Grinding Wheel,13
2024-08-02,ORD-00320,PRJ-0008,Building Construction,2 inches,7.9 mm,0.04 tons,8,144,Electrical Wires,10
2024-08-02,ORD-00164,PRJ-0009,Infrastructure Development,10 inches,34.0 mm,0.05 tons,10,100,Pipe Coating Material,30
2024-08-03,ORD-00200,PRJ-0010,Energy Plant Retrofit,1/2 inch,17.5 mm,0.04 tons,12,360,Machine Bearings,94
2024-08-04,ORD-00223,PRJ-0007,Water Distribution Network,1 inch,34.0 mm,0.03 tons,15,390,Drill Bits,33
2024-08-04,ORD-00051,PRJ-0005,Irrigation System,6 inches,17.5 mm,0.01 tons,14,686,Drill Bits,30
2024-08-04,ORD-00072,PRJ-0003,Power Plant Cooling System,24 inches,34.0 mm,0.01 tons,9,90,Clamps,59
2024-08-06,ORD-00149,PRJ-0001,Oil & Gas Exploration,1/2 inch,7.9 mm,0.05 tons,13,533,Coolant,43
2024-08-06,ORD-00049,PRJ-0004,Marine Pipeline Project,1/2 inch,25.0 mm,0.03 tons,10,460,Lubricant Spray,80
2024-08-06,ORD-00238,PRJ-0002,Pipeline Installation,1 inch,12.0 mm,0.01 tons,7,273,Coolant,26
2024-08-07,ORD-00151,PRJ-0003,Power Plant Cooling System,24 inches,7.9 mm,0.04 tons,4,92,Lubricant Spray,92
2024-08-07,ORD-00360,PRJ-0001,Oil & Gas Exploration,8 inches,17.5 mm,0.03 tons,3,147,Machine Bearings,52
2024-08-07,ORD-00174,PRJ-0006,Industrial Plant Construction,6 inches,7.9 mm,0.02 tons,17,595,Coolant,24
2024-08-07,ORD-00280,PRJ-0004,Marine Pipeline Project,2 inches,34.0 mm,0.02 tons,1,49,Measuring Tape,68
2024-08-08,ORD-00011,PRJ-0007,Water Distribution Network,24 inches,1.3 mm,0.01 tons,13,130,Clamps,24
2024-08-08,ORD-00021,PRJ-0005,Irrigation System,24 inches,34.0 mm,0.05 tons,9,369,Lubricant Spray,44
2024-08-08,ORD-00333,PRJ-0006,Industrial Plant Construction,24 inches,7.9 mm,0.04 tons,19,190,Drill Bits,49
2024-08-08,ORD-00058,PRJ-0008,Building Construction,8 inches,17.5 mm,0.02 tons,8,392,Safety Gloves,71
2024-08-09,ORD-00029,PRJ-0005,Irrigation System,12 inches,12.0 mm,0.03 tons,10,420,Machine Bearings,72
2024-08-09,ORD-00145,PRJ-0005,Irrigation System,2 inches,17.5 mm,0.02 tons,16,672,Machine Bearings,86
2024-08-09,ORD-00289,PRJ-0003,Power Plant Cooling System,1/2 inch,25.0 mm,0.02 tons,3,147,Hydraulic Oil,84
2024-08-10,ORD-00012,PRJ-0008,Building Construction,6 inches,17.5 mm,0.02 tons,10,270,Clamps,66
2024-08-10,ORD-00244,PRJ-0008,Building Construction,2 inches,12.0 mm,0.04 tons,18,828,Machine Bearings,29
2024-08-10,ORD-00221,PRJ-0010,Energy Plant Retrofit,1/2 inch,17.5 mm,0.05 tons,8,304,Grinding Wheel,81
2024-08-10,ORD-00326,PRJ-0003,Power Plant Cooling System,8 inches,25.0 mm,0.02 tons,6,204,Machine Bearings,88
2024-08-10,ORD-00153,PRJ-0008,Building Construction,6 inches,25.0 mm,0.02 tons,4,60,Lubricant Spray,62
2024-08-11,ORD-00111,PRJ-0005,Irrigation System,10 inches,17.5 mm,0.05 tons,5,95,Cutting Blade,13
2024-08-12,ORD-00354,PRJ-0009,Infrastructure Development,6 inches,7.9 mm,0.05 tons,14,364,Clamps,95
2024-08-12,ORD-00122,PRJ-0009,Infrastructure Development,1/2 inch,12.0 mm,0.01 tons,9,324,Cutting Blade,48
2024-08-12,ORD-00047,PRJ-0008,Building Construction,12 inches,12.0 mm,0.05 tons,4,184,Replacement Belts,20
2024-08-12,ORD-00070,PRJ-0004,Marine Pipeline Project,24 inches,17.5 mm,0.03 tons,1,17,Welding Rod,15
2024-08-13,ORD-00078,PRJ-0005,Irrigation System,6 inches,17.5 mm,0.01 tons,5,55,Lubricant Spray,66
2024-08-14,ORD-00124,PRJ-0004,Marine Pipeline Project,6 inches,34.0 mm,0.03 tons,14,686,Coolant,88
2024-08-14,ORD-00073,PRJ-0009,Infrastructure Development,24 inches,34.0 mm,0.04 tons,13,377,Lubricant Spray,45
2024-08-15,ORD-00173,PRJ-0009,Infrastructure Development,8 inches,17.5 mm,0.02 tons,19,494,Hydraulic Oil,11
2024-08-16,ORD-00244,PRJ-0008,Building Construction,4 inches,34.0 mm,0.04 tons,18,828,Machine Bearings,29
2024-08-17,ORD-00263,PRJ-0001,Oil & Gas Exploration,1/2 inch,1.3 mm,0.05 tons,14,602,Grease Cartridge,73
2024-08-17,ORD-00093,PRJ-0003,Power Plant Cooling System,1 inch,6.0 mm,0.01 tons,4,64,Welding Rod,73
2024-08-17,ORD-00059,PRJ-0004,Marine Pipeline Project,1 inch,6.0 mm,0.02 tons,16,160,Grinding Wheel,49
2024-08-18,ORD-00086,PRJ-0007,Water Distribution Network,2 inches,25.0 mm,0.03 tons,18,414,Electrical Wires,59
2024-08-18,ORD-00051,PRJ-0005,Irrigation System,8 inches,1.3 mm,0.01 tons,14,686,Drill Bits,30
2024-08-19,ORD-00127,PRJ-0005,Irrigation System,8 inches,6.0 mm,0.01 tons,6,288,Clamps,67
2024-08-19,ORD-00143,PRJ-0008,Building Construction,10 inches,17.5 mm,0.02 tons,14,574,Welding Rod,38
2024-08-20,ORD-00194,PRJ-0007,Water Distribution Network,1 inch,25.0 mm,0.03 tons,10,260,Cutting Blade,11
2024-08-21,ORD-00165,PRJ-0005,Irrigation System,4 inches,12.0 mm,0.05 tons,17,459,Welding Rod,51
2024-08-21,ORD-00111,PRJ-0005,Irrigation System,4 inches,6.0 mm,0.05 tons,5,95,Cutting Blade,13
2024-08-21,ORD-00194,PRJ-0007,Water Distribution Network,1 inch,34.0 mm,0.03 tons,10,260,Cutting Blade,11
2024-08-21,ORD-00163,PRJ-0005,Irrigation System,6 inches,34.0 mm,0.01 tons,5,80,Grinding Wheel,49
2024-08-21,ORD-00064,PRJ-0010,Energy Plant Retrofit,1 inch,1.3 mm,0.03 tons,6,150,Pipe Coating Material,59
2024-08-21,ORD-00172,PRJ-0008,Building Construction,1/2 inch,6.0 mm,0.01 tons,12,540,Safety Gloves,60
2024-08-21,ORD-00155,PRJ-0002,Pipeline Installation,1 inch,12.0 mm,0.05 tons,19,570,Safety Gloves,93
2024-08-22,ORD-00008,PRJ-0002,Pipeline Installation,24 inches,25.0 mm,0.02 tons,5,170,Cutting Blade,74
2024-08-22,ORD-00041,PRJ-0003,Power Plant Cooling System,1 inch,25.0 mm,0.05 tons,8,120,Grinding Wheel,23
2024-08-22,ORD-00077,PRJ-0010,Energy Plant Retrofit,4 inches,34.0 mm,0.03 tons,12,564,Grease Cartridge,65
2024-08-23,ORD-00244,PRJ-0008,Building Construction,10 inches,25.0 mm,0.04 tons,18,828,Machine Bearings,29
2024-08-24,ORD-00248,PRJ-0009,Infrastructure Development,1/2 inch,17.5 mm,0.04 tons,14,280,Cutting Blade,87
2024-08-24,ORD-00023,PRJ-0001,Oil & Gas Exploration,1 inch,6.0 mm,0.01 tons,17,340,Measuring Tape,57
2024-08-25,ORD-00091,PRJ-0003,Power Plant Cooling System,24 inches,34.0 mm,0.04 tons,9,423,Grinding Wheel,63
2024-08-25,ORD-00083,PRJ-0010,Energy Plant Retrofit,1/2 inch,7.9 mm,0.02 tons,2,32,Lubricant Spray,69
2024-08-25,ORD-00143,PRJ-0008,Building Construction,1 inch,6.0 mm,0.02 tons,14,574,Welding Rod,38
2024-08-26,ORD-00100,PRJ-0008,Building Construction,24 inches,34.0 mm,0.01 tons,13,351,Measuring Tape,12
2024-08-26,ORD-00069,PRJ-0003,Power Plant Cooling System,8 inches,7.9 mm,0.04 tons,11,429,Safety Goggles,83
2024-08-27,ORD-00044,PRJ-0010,Energy Plant Retrofit,6 inches,7.9 mm,0.02 tons,14,644,Replacement Belts,44
2024-08-27,ORD-00078,PRJ-0005,Irrigation System,4 inches,12.0 mm,0.01 tons,5,55,Lubricant Spray,66
2024-08-27,ORD-00028,PRJ-0001,Oil & Gas Exploration,10 inches,17.5 mm,0.02 tons,7,217,Replacement Belts,98
2024-08-28,ORD-00072,PRJ-0003,Power Plant Cooling System,10 inches,25.0 mm,0.01 tons,9,90,Clamps,59
2024-08-28,ORD-00180,PRJ-0002,Pipeline Installation,24 inches,7.9 mm,0.03 tons,6,66,Hydraulic Oil,65
2024-08-28,ORD-00272,PRJ-0001,Oil & Gas Exploration,6 inches,34.0 mm,0.03 tons,8,384,Pipe Coating Material,79
2024-08-29,ORD-00362,PRJ-0005,Irrigation System,4 inches,6.0 mm,0.03 tons,2,88,Coolant,54
2024-08-31,ORD-00003,PRJ-0003,Power Plant Cooling System,8 inches,34.0 mm,0.03 tons,6,174,Grinding Wheel,94
2024-09-01,ORD-00314,PRJ-0005,Irrigation System,24 inches,7.9 mm,0.03 tons,12,444,Safety Goggles,63
2024-09-01,ORD-00098,PRJ-0003,Power Plant Cooling System,4 inches,12.0 mm,0.01 tons,18,270,Coolant,37
2024-09-01,ORD-00154,PRJ-0007,Water Distribution Network,1 inch,17.5 mm,0.03 tons,2,46,Clamps,15
2024-09-01,ORD-00319,PRJ-0004,Marine Pipeline Project,8 inches,34.0 mm,0.02 tons,12,312,Grease Cartridge,97
2024-09-01,ORD-00230,PRJ-0004,Marine Pipeline Project,1/2 inch,7.9 mm,0.03 tons,14,616,Safety Goggles,17
2024-09-02,ORD-00102,PRJ-0006,Industrial Plant Construction,10 inches,25.0 mm,0.03 tons,9,261,Drill Bits,53
2024-09-02,ORD-00071,PRJ-0002,Pipeline Installation,1/2 inch,17.5 mm,0.03 tons,17,255,Hydraulic Oil,52
2024-09-02,ORD-00323,PRJ-0010,Energy Plant Retrofit,1 inch,12.0 mm,0.03 tons,7,126,Lubricant Spray,63
